"ResponseID"	"Utterance-ID"	"Unit"	"Participant-ID"	"Response"	"QUD"
138	18	"One cup still contains a moss-smoke slick of whiskey"	2	"What goes into the cup?"	"What goes into the cup?"
438	18	"One cup still contains a moss-smoke slick of whiskey"	21	"What is already in the cup?"	"What does the cup contain?"
18	18	"One cup still contains a moss-smoke slick of whiskey"	27	"What is inside the cup?"	"What does the cup contain?"
178	18	"One cup still contains a moss-smoke slick of whiskey"	6	"What is the cup also used for?"	"What is the cup also used for?"
158	18	"One cup still contains a moss-smoke slick of whiskey"	22	"What was in the tea?"	"What does the cup contain?"
458	18	"One cup still contains a moss-smoke slick of whiskey"	17	"What was left in one of the cups?"	"What does the cup contain?"
78	18	"One cup still contains a moss-smoke slick of whiskey"	19	"What's in the tea?"	"What’s in the tea?"
478	18	"One cup still contains a moss-smoke slick of whiskey"	3	"WHO IS THE WHISKEY FOR ?"	"Who is the whiskey for?"
59	19	"Susie wipes the rim of the cup with her sleeve"	11	"Did Susie clean the cup?"	"Did Susie clean the cup?"
539	19	"Susie wipes the rim of the cup with her sleeve"	12	"Does Susie drink the tea?"	"Does Susie drink the tea?"
279	19	"Susie wipes the rim of the cup with her sleeve"	7	"Does Susie like cleanliness?"	"Does Susie like cleanliness?"
479	19	"Susie wipes the rim of the cup with her sleeve"	3	"DOES SUSIE LIKE WHISKEY ?"	"Does Susie like whiskey?"
459	19	"Susie wipes the rim of the cup with her sleeve"	17	"How did Susie clean the cup?"	"How does Susie clean the cup?"
179	19	"Susie wipes the rim of the cup with her sleeve"	6	"How does she clean it?"	"How does Susie clean the cup?"
299	19	"Susie wipes the rim of the cup with her sleeve"	29	"How does Susie clean the cup?"	"How does Susie clean the cup?"
339	19	"Susie wipes the rim of the cup with her sleeve"	25	"Is Susie wearing a shirt or jumper?"	"Is Susie wearing a shirt or jumper?"
619	19	"Susie wipes the rim of the cup with her sleeve"	26	"Is the cup clean"	"Is the cup clean?"
639	19	"Susie wipes the rim of the cup with her sleeve"	28	"What did Susie do with the left over cups?"	"What does Susie do to the cup?"
99	19	"Susie wipes the rim of the cup with her sleeve"	15	"what did susie wipe the rim of the cup with?"	"What does Susie wipe the rim of the cup with?"
499	19	"Susie wipes the rim of the cup with her sleeve"	16	"What did Susie wipe the rim with?"	"What does Susie wipe the rim of the cup with?"
79	19	"Susie wipes the rim of the cup with her sleeve"	19	"What does she do before she hands it over?"	"What does she do before she hands it over?"
519	19	"Susie wipes the rim of the cup with her sleeve"	10	"What does Susie do about this one cup?"	"What does Susie do to the cup?"
419	19	"Susie wipes the rim of the cup with her sleeve"	18	"What does Susie do next?"	"What does Susie do next?"
319	19	"Susie wipes the rim of the cup with her sleeve"	1	"What does Susie do to the cup?"	"What does Susie do to the cup?"
399	19	"Susie wipes the rim of the cup with her sleeve"	5	"What does Susie do to the cup?"	"What does Susie do to the cup?"
439	19	"Susie wipes the rim of the cup with her sleeve"	21	"What does Susie do to the rim of the cup?"	"What does Susie do to the rim of the cup?"
159	19	"Susie wipes the rim of the cup with her sleeve"	22	"What does Susie do with her sleeve?"	"What does Susie do with her sleeve?"
259	19	"Susie wipes the rim of the cup with her sleeve"	30	"What does Susie do with the cup ?"	"What does Susie do to the cup?"
139	19	"Susie wipes the rim of the cup with her sleeve"	2	"What does Susie do with the cup?"	"What does Susie do to the cup?"
19	19	"Susie wipes the rim of the cup with her sleeve"	27	"What does Susie use to wipe the rim of the cup?"	"What does Susie wipe the rim of the cup with?"
379	19	"Susie wipes the rim of the cup with her sleeve"	14	"What does Susie wipe the cup with?"	"What does Susie wipe the cup with?"
359	19	"Susie wipes the rim of the cup with her sleeve"	24	"what does susie wipe the rim of the cup with"	"What does Susie wipe the rim of the cup with?"
199	19	"Susie wipes the rim of the cup with her sleeve"	4	"What does Susie wipe the rim of the cup with?"	"What does Susie wipe the rim of the cup with?"
599	19	"Susie wipes the rim of the cup with her sleeve"	8	"What does Susie wipe with her sleeve?"	"What does Susie wipe with her sleeve?"
119	19	"Susie wipes the rim of the cup with her sleeve"	20	"What is Susie doing?"	"What does Susie do next?"
579	19	"Susie wipes the rim of the cup with her sleeve"	9	"Why has Susie got a wet sleeve?"	"Why has Susie got a wet sleeve?"
640	20	"pours herself some tea"	28	"Did Susie drink the tea?"	"Does Susie drink the tea?"
60	20	"pours herself some tea"	11	"Did Susie make tea for herself?"	"Did Susie make tea for herself?"
260	20	"pours herself some tea"	30	"Does she like the tea ?"	"Does she like the tea ?"
620	20	"pours herself some tea"	26	"does susie drink the tea"	"Does Susie drink the tea?"
540	20	"pours herself some tea"	12	"Does Susie drink the tea?"	"Does Susie drink the tea?"
340	20	"pours herself some tea"	25	"Does Susie like to drink the tea she's been made?"	"Does Susie like to drink the tea she’s been made?"
280	20	"pours herself some tea"	7	"Does Susie prefer tea or whiskey?"	"Does Susie prefer tea or whiskey?"
120	20	"pours herself some tea"	20	"Does Susie want tea?"	"Does Susie want tea?"
80	20	"pours herself some tea"	19	"Then what does she do?"	"What does Susie do next?"
420	20	"pours herself some tea"	18	"Then what does she do?"	"What does Susie do next?"
180	20	"pours herself some tea"	6	"Was the tea for her?"	"Was the tea for her?"
460	20	"pours herself some tea"	17	"What did Susie do next?"	"What does Susie do next?"
100	20	"pours herself some tea"	15	"what did susie do once she wipes the rim of the cup"	"What does Susie do next?"
440	20	"pours herself some tea"	21	"What does she do next?"	"What does Susie do next?"
200	20	"pours herself some tea"	4	"What does she then do?"	"What does Susie do next?"
360	20	"pours herself some tea"	24	"what does susie do after"	"What does Susie do next?"
500	20	"pours herself some tea"	16	"What does Susie do after she wipes the rim?"	"What does Susie do next?"
380	20	"pours herself some tea"	14	"What does Susie do after wiping the cup?"	"What does Susie do next?"
320	20	"pours herself some tea"	1	"what does susie do after wiping the rim?"	"What does Susie do next?"
140	20	"pours herself some tea"	2	"What does Susie do next?"	"What does Susie do next?"
400	20	"pours herself some tea"	5	"What does Susie do next?"	"What does Susie do next?"
520	20	"pours herself some tea"	10	"What does Susie do next?"	"What does Susie do next?"
300	20	"pours herself some tea"	29	"What does Susie do with the clean cup?"	"What does Susie do with the clean cup?"
160	20	"pours herself some tea"	22	"What does Susie fill the cup with?"	"What does Susie fill the cup with?"
20	20	"pours herself some tea"	27	"What does Susie make?"	"What does Susie do next?"
580	20	"pours herself some tea"	9	"What is Susie doing?"	"What does Susie do next?"
600	20	"pours herself some tea"	8	"Who does Susie pour tea for?"	"Who does Susie pour tea for?"
480	20	"pours herself some tea"	3	"WHY IS SUSIE HAVING MORE COLD CHLORINE TEA ?"	"Why is Susie having more cold chlorine tea?"
